gender   major   cond   phobia   prevmath  mathquiz    statquiz	hr_base	hr_pre	hr_post	anx_base	anx_pre	anx_post
  1	   5	  1	  2	  0	NA	8	72.0	67.0	67.0	16.0	20.0	22.0
  1	   5	  3	  3	  5	45	9	76.0	79.0	75.0	15.0	8.0	17.0
  1	   5	  3	  4	  1	28	8	73.0	78.0	77.0	19.0	13.0	18.0
  1	   5	  4	  2	  2	31	8	74.0	78.0	82.0	27.0	21.0	24.0
  2	   1	  1	  0	  3	33	10	72.0	67.0	68.0	16.0	25.0	15.0
2	1	1	1	1	32	8	74.0	84.0	76.0	17.0	19.0	14.0
2	1	1	7	0	15	3	73.0	73.0	71.0	19.0	16.0	16.0
2	1	2	1	4	34	9	70.0	73.0	65.0	11.0	19.0	9.0
2	1	2	5	0	26	8	73.0	74.0	76.0	16.0	20.0	17.0
2	1	3	5	1	26	8	80.0	82.0	86.0	18.0	27.0	20.0
2	1	3	1	2	32	5	67.0	68.0	73.0	20.0	25.0	24.0
2	1	3	3	0	21	8	65.0	75.0	69.0	26.0	29.0	23.0
2	1	4	3	1	43	8	71.0	72.0	76.0	18.0	13.0	16.0
2	1	4	5	1	NA	8	72.0	75.0	68.0	21.0	26.0	27.0
2	2	1	3	1	37	6	70.0	73.0	77.0	15.0	23.0	14.0
2	2	2	1	2	NA	8	69.0	67.0	64.0	14.0	17.0	15.0
2	2	2	5	0	30	7	69.0	70.0	74.0	18.0	15.0	15.0
2	2	3	0	2	30	8	68.0	72.0	71.0	10.0	13.0	15.0
2	2	3	0	4	30	9	69.0	70.0	74.0	15.0	21.0	17.0
2	2	3	2	2	28	5	71.0	74.0	67.0	15.0	17.0	17.0
2	2	3	6	2	46	8	68.0	74.0	71.0	16.0	10.0	17.0
2	2	3	2	4	34	8	68.0	70.0	69.0	18.0	21.0	19.0
2	2	3	3	2	NA	7	76.0	79.0	71.0	19.0	13.0	15.0
2	2	4	2	3	32	9	70.0	62.0	71.0	17.0	23.0	19.0
2	2	4	5	0	33	7	68.0	71.0	77.0	18.0	21.0	19.0
2	2	4	10	0	14	6	69.0	78.0	76.0	20.0	25.0	23.0
2	2	4	4	2	29	7	76.0	79.0	71.0	22.0	15.0	20.0
2	3	1	3	1	9	7	71.0	69.0	76.0	13.0	10.0	13.0
2	3	1	3	1	11	4	72.0	83.0	73.0	14.0	16.0	15.0
2	3	1	8	1	30	6	76.0	78.0	71.0	15.0	18.0	17.0
2	3	1	3	1	15	5	76.0	67.0	71.0	18.0	12.0	17.0
2	3	2	3	1	32	3	72.0	70.0	67.0	15.0	9.0	13.0
2	3	2	2	0	25	6	68.0	70.0	73.0	16.0	20.0	19.0
2	3	2	1	0	22	5	74.0	78.0	72.0	20.0	27.0	18.0
2	2	2	1	3	31	7	64.0	74.0	70.0	22.0	25.0	19.0
2	3	3	1	4	NA	8	70.0	71.0	69.0	10.0	16.0	14.0
2	3	3	8	1	18	4	71.0	73.0	77.0	15.0	19.0	21.0
2	3	3	3	1	11	4	72.0	75.0	76.0	24.0	17.0	21.0
2	4	1	0	1	11	6	71.0	78.0	72.0	16.0	21.0	15.0
2	4	3	4	0	28	7	73.0	77.0	79.0	24.0	18.0	20.0
2	4	4	0	2	37	9	72.0	71.0	73.0	17.0	11.0	17.0
2	5	2	2	2	39	7	70.0	70.0	64.0	17.0	11.0	14.0
2	5	2	0	1	33	7	74.0	73.0	71.0	17.0	18.0	17.0
2	5	3	0	2	28	8	70.0	66.0	65.0	17.0	12.0	13.0
2	5	3	2	2	38	9	65.0	65.0	69.0	18.0	14.0	19.0
2	5	3	7	2	NA	8	69.0	70.0	71.0	23.0	28.0	24.0
2	5	4	1	4	41	8	72.0	68.0	73.0	17.0	11.0	18.0
